timestamp,course_enrolled,ccm_website,social_media,community_event,family_member_friend,current_ccm_student,ccm_alumni,high_school_teacher,high_school_counselor,in_app_advertisement,employer,billboard,television,radio,home_mailer,other_hear_about_ccm,affordable_cost,location_convenience,choice_of_programs,online_offerings,family_friend_referral,faculty_staff,college_reputation,financial_aid,scholarships,small_class_sizes,extra_curricular_opportunities,accepted_my_transfer_credits,negative_experience_at_another_college,nj_stars_program,ability_to_transfer_ccm_credits_to_a_4_year_school,get_college_credit_while_in_high_school,prior_to_applying_to_college_open_house,prior_to_applying_to_college_instant_decision_day,prior_to_applying_to_college_on_campus_information_session,prior_to_applying_to_college_titans_tuesday_virtual_information_session,prior_to_applying_to_college_women_who_dare,prior_to_applying_to_college_regional_college_fair,prior_to_applying_to_college_hs_sharetime_information_session,prior_to_applying_to_college_challenger_program,prior_to_applying_to_college_cybersecurity_information_protection_program_participation,prior_to_applying_to_college_information_session_at_my_high_school,prior_to_applying_to_college_campus_visit_with_my_high_school,prior_to_applying_to_college_campus_visit_individual,prior_to_applying_to_college_workforce_development_class,prior_to_applying_to_college_corporate_training,prior_to_applying_to_college_teen_arts_festival,prior_to_applying_to_college_summer_camp_at_ccm,prior_to_applying_to_college_hour_of_code,middle_high_school_computing_class_impact,middle_high_school_computing_related_club_impact,computing_related_competitions_impact,afterschool_computing_related_camp_program_impact,summer_computing_related_camp_program_impact,an_ap_computing_class_impact,a_dual_enrollment_computing_class_impact,family_or_friend_influence_impact,family_or_friend_working_in_the_computing_field_impact,high_school_teacher_or_guidance_counselor_impact,employer_influence_impact,current_ccm_student_influence_impact,experience_at_work_impact,other_influence_impact,degree_program_currently_enrolled_in,to_get_a_job_in_the_computing_field_motivation,transfer_to_bachelors_level_program_motivation,transfer_credits_back_to_hs_degree_motivation,career_advancement_motivation,career_change_motivation,professional_development_motivation,job_displacement_motivation,relocation_motivation,to_keep_current_in_tech_industry_motivation,it_industry_certifications_motivation,financial_motivation,personal_enrichment_motivation,high_school_guidance_counselor_source,high_school_teacher_source,ccm_information_technologies_website_source,ccm_admissions_source,ccm_advisor_counselor_source,employer_source,ccm_workforce_development_source,nj_workforce_development_program_source,other_source,first_choice_or_changed_majors,interest_in_taking_more_computing_classes,explanation_for_interest_in_taking_more_computing_classes,gender,race_ethnicity,age
2023/09/13 9:25:08 AM EST,Computing 130 Intro to IT,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,High Impact,,,,,,High Impact,High Impact,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,High Impact,,High Impact,,,,,High Impact,High Impact,Some Impact,,,,,ShareTime CSIP Program,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,First Choice,,,Man,White/Caucasian,18 and younger
2023/09/13 9:25:13 AM EST,Computing 130 Intro to IT,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,ShareTime CSIP Program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,First Choice,,,Man,Black,18 and younger
2023/09/13 9:25:24 AM EST,Computing 120 Foundations of Information Security,No,Yes,Yes,Yes,No,Don't recall,Yes,Yes,No,No,Yes,No,No,No,Don't recall,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2023/09/13 9:26:44 AM EST,Computing 130 Intro to IT,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,,,,,,Some Impact,High Impact,Some Impact,,,,,ShareTime CSIP Program,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,18 and younger
2023/09/13 9:26:56 AM EST,Computing 130 Intro to IT,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,,,,,High Impact,High Impact,,,,,,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,,High Impact,,,High Impact,High Impact,High Impact,,,,,ShareTime CSIP Program,No,No,Yes,No,No,No,No,No,No,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,First Choice,,,Woman,Hispanic/Latino,18 and younger
2023/09/13 9:27:02 AM EST,Computing 130 Intro to IT,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Information Security Certificate of Achievement,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
2023/09/13 9:27:08 AM EST,Computing 130 Intro to IT,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,,,,,,,High Impact,Yes,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Yes,Yes,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,High Impact,No Impact,High Impact,Some Impact,High Impact,,,,,Some Impact,,,,Some Impact,ShareTime CSIP Program,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Yes,First Choice,,,Woman,Choose not to reply,18 and younger
2023/09/13 9:27:25 AM EST,Computing 130 Intro to IT,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Engineering,,,Man,White/Caucasian,18 and younger
2023/09/13 9:28:23 AM EST,Computing 130 Intro to IT,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,Asian;White/Caucasian,18 and younger
2023/09/13 9:34:46 AM EST,Computing 130 Intro to IT,No,No,Don't recall,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,White/Caucasian,18 and younger
2023/09/13 12:38:54 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ELECTRONICS ENGINEERING TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,5.0,I LOVE COMPUTERS AND HAVE BEEN APT AT THEM AT A VERY YOUNG AGE ITS WHAT I WANT TO DO FOR THE RE3ST OF MY LIFE,Man,White/Caucasian,25-34
2023/09/13 12:41:53 PM EST,Computing 128 Computer Science I,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,ELECTRONICS ENGINEERING TECH,,,,,,,,,,,,,,,,,,,,,,,5.0,THEY ARE VERY INTERESTING AND I WOULD LOVE TO LEARN MORE. ITS THE FIELD THAT KEEPS ON FGROWING,Man,White/Caucasian,25-34
2023/09/13 1:04:24 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Business,,,Man,Hispanic/Latino,21-24
2023/09/13 1:06:04 PM EST,Computing 131 Fundamentals of Programming (Python),No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,Some Impact,,,,,,,,,,,,High Impact,High Impact,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,First Choice,,,Man,Asian,18 and younger
2023/09/13 1:06:25 PM EST,Computing 131 Fundamentals of Programming (Python),No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,,,,,,,,,,,,,4.0,I am seeking a degree in computer science and am currently taking both an introductory java and python course.,Man,Asian,18 and younger
2023/09/13 1:07:06 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,High Impact,High Impact,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,,,,,,,,,,,,,5.0,I want to pursue computer science in college so I'm very interested in taking another computing class.,Woman,Asian,18 and younger
2023/09/13 1:07:28 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,computer science and digital media technology,,,,,,,,,,,,,,,,,,,,,,,5.0,i love to learn more about programming and coding,Man,Hispanic/Latino,35-64
2023/09/13 1:07:42 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Don't recall,Yes,No,No,No,No,First Choice,,,Woman,Hispanic/Latino,18 and younger
2023/09/13 1:07:56 PM EST,Computing 131 Fundamentals of Programming (Python),Don't recall,No,No,No,Don't recall,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,,,,,,,,,,,,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,,,,,Some Impact,,Non Degree seeking,,,,,,,,,,,,,,,,,,,,,,,5.0,I would be interested because I enjoy computing alot!,Woman,Asian,18 and younger
2023/09/13 1:08:02 PM EST,Computing 131 Fundamentals of Programming (Python),Don't recall,Don't recall,No,Don't recall,Don't recall,Don't recall,Yes,Yes,No,No,No,No,No,Don't recall,Yes,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,,,,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Don't recall,No,No,No,No,Yes,Biology,,,Man,Hispanic/Latino;American Indian/Native American/Alaska Native;White/Caucasian;Multi-Racial,18 and younger
2023/09/13 1:08:11 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,25-34
2023/09/13 1:09:29 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,Yes,Don't recall,Yes,No,No,No,No,No,No,Don't recall,High Impact,Some Impact,Some Impact,,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Don't recall,First Choice,,,Man,White/Caucasian,19-20
2023/09/13 1:10:30 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Morris Tech,,,,,,,,,,,,,,,,,,,,,,,4.0,I am pursuing a career in data science so I am compelled to take computing as well as math courses.,Man,Asian,18 and younger
2023/09/13 1:10:42 PM EST,Computing 131 Fundamentals of Programming (Python),No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Some Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Information Security Certificate of Achievement,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,First Choice,,,Man,White/Caucasian,21-24
2023/09/13 1:11:55 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,Undecided,,,,,,,,,,,,,,,,,,,,,,,5.0,Computing is applicable in every carrear.,Man,Asian,18 and younger
2023/09/13 1:12:17 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Don't recall,No,No,No,No,No,No,cybersecurity ,,,Man,White/Caucasian,18 and younger
2023/09/13 1:13:56 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,,,High Impact,High Impact,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,First Choice,,,Man,Black,18 and younger
2023/09/13 1:18:08 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Don't recall,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
2023/09/13 1:21:33 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,,Some Impact,No Impact,,,,Some Impact,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Game Development,,,Man,Hispanic/Latino;White/Caucasian,19-20
2023/09/13 1:48:48 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,Don't recall,No,No,Yes,Yes,Yes,No,Yes,Yes,Don't recall,No,No,Yes,High Impact,High Impact,Some Impact,,,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,,,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,High Impact,No Impact,No Impact,,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,,Data Analytics Certificate of Achievement,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,First Choice,,,Man,Asian;White/Caucasian;Multi-Racial,18 and younger
2023/09/13 7:51:49 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
2023/09/13 7:56:59 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,21-24
2023/09/13 9:09:43 PM EST,Computing 128 Computer Science I,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Science,,,Man,White/Caucasian,19-20
2023/09/13 10:06:11 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,High Impact,Some Impact,Some Impact,,,Some Impact,,,High Impact,,,,,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,,,,,,,,,,,,,3.0,I would like to be well acquainted with computing in case I need the skill/knowledge but do not want to commit to it seriously,Non-binary,White/Caucasian,18 and younger
2023/09/14 1:04:47 PM EST,Computing 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Computer Science,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Business,,,Woman,White/Caucasian,25-34
2023/09/14 2:20:57 PM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,High Impact,High Impact,,Some Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,,,,,,,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,,Information Technology,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,25-34
2023/09/14 5:41:00 PM EST,Computing 128 Computer Science I,No,No,Don't recall,Yes,Yes,No,No,No,No,No,No,No,No,Don't recall,Don't recall,No Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,,,Some Impact,,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Some Impact,Some Impact,,,,Some Impact,,,Computer Science,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Don't recall,No,No,No,Don't recall,First Choice,,,Man,White/Caucasian,35-64
